head,date,text,イベント,景気,物価,金利,マネーサプライ,貿易収支,雇用,個人消費,介入,要人発言,他通貨,石油,政治,株,債権
米経済指標【新築住宅販売件数】,2009年1月30日（金）00:00:00,"＊新築住宅販売件数（12月）0:00
結果　331.0千件
予想　397.0千件　前回　388.0千件（407.0千件から修正）",,,,,,,,,,,,,,,
NY市場　過去最低の新築住宅販売に円買いの動き,2009年1月30日（金）00:08:00,"先程発表になった12月新築住宅販売は年率換算で33.1万件と過去最低水準となったことから、株価が下げ幅を拡大、つれて円買いの動きとなっている。ユーロ円は発表直後に一時117.30近辺まで下落、ポンド円も128.00近辺まで下落した。

EUR/JPY　117.42　GBP/JPY　127.99",,,,,,,,,,,,,,,
米新築住宅販売詳細　在庫は過去最高水準に悪化,2009年1月30日（金）00:15:00,"米新築住宅販売（12月）詳細　
販売件数　33.1万件（38.8万件）　（年率換算）
中間価格　20.65万ドル（21.97万ドル）　
平均価格　24.69万ドル（28.88万ドル）
在庫水準　12.9ヵ月分（12.5ヵ月分）
（）は前回

販売件数は33.1万件（年率換算）と過去最低水準に落ち込み、価格も下落が続いている。気になる在庫は12.9ヶ月分と過去最高水準に悪化しており、需給改善の兆しは見られていない。",,,,,,,,,,,,,,,
NY市場　財政赤字のドルリスクと景気懸念からのユーロリスク,2009年1月30日（金）00:36:00,"ユーロは戻り売りが優勢となっている。ロンドン時間からNY時間にかけて、ドル売りが強まったことで、ユーロドルは1.30台前半から1.3175近辺まで上昇する動きとなっていた。しかし、NY株式市場が大幅反落で始まると、戻り売りに押され、朝方の上げをほぼ失っている。

オバマ米大統領の景気刺激策に伴う財政赤字拡大懸念から、ドルに対する懸念は依然として強いものの、一方で弱い米指標や企業業績から全体のリスクに対する意識もあり、ドルではなくユーロが売られる構図も出来ている。きょうはその意識が反映された動きとなっている。

EUR/USD　1.3072",,,,,,,,,,,,,,,
NY市場　他金融市場　1時台　金は買い戻しの動き,2009年1月30日（金）01:13:00,"NY株式29日（NY時間11:11）
ダウ平均　　　8283.06（-92.39　-1.13%）
S&P500;　　　　861.03（-13.06　-1.54%）
ナスダック　　　1533.26（-25.08　-1.67%）

CME日経平均先物　8175（大証終比：-25　-0.31%）

出来高（億株）
NYSE　　　　3.51
ナスダック　6.10

欧州株式29日（GMT16:11）
英FT100　 4195.51（-99.69　-2.32%）
独DAX　　4445.73（-72.99　-1.62%）
仏CAC40　 3019.53（-56.48　-1.84%）

米国債利回り（NY時間11:11）
2年債　 　0.883（-0.016）
10年債　　2.687（+0.021）
30年債　　3.429（+0.006）

各国10年債
ユーロ圏　3.240（+0.007）
英　国　　3.687（+0.043）
カナダ　　2.965（+0.005）
豪　州　　4.076（+0.020）
日　本　　1.275（+0.009）

NY原油・金
NY原油先物3月限（WTI）（NY時間11:11）
1バレル＝41.34（-0.82　-1.94%）
NY金先物2月限（COMEX）
1オンス＝897.00（+8.80　+0.99%）

*CME日経平均先物は20分遅れ",,,,,,,,,,,,,,,
NY市場　カナダ円、21日線挟んで上下動,2009年1月30日（金）01:35:00,"カナダ円は73円台後半を上下動する動きとなっている。カナダ自体の材料は無く、株価を睨んでの円相場の動き、特にユーロ円に連動している状態。ここ数日カナダ円はリバウンドの動きとなっており、21日線（本日73.85）近辺まで戻してきている。きょうは21日線を挟んでの上下動が続いているが、ここで踏ん張れるか注目のポイントに来ている。

CAD/JPY　73.59",,,,,,,,,,,,,,,
NY市場　英中銀、500億ポンドの資産購入は質の高い資産に限る,2009年1月30日（金）01:46:00,"米株価が軟調で円買いの動きも優勢ではあるが、ポンドは底堅い動きが続いている。ポンド円は128円台を維持、ポンドドルも1.43近辺を維持している。対ユーロでも買い戻しが優勢。アジア系中銀の買い観測も出ている。

英中銀は19日に発表した資産購入制度の枠組みについてのダーリング英財務相とキング総裁の書簡を公表した。それによると、購入対象は社債とコマーシャルペーパー（CP）、信用保証スキーム（CGS）によって発行された証券に的を絞るとし、質の高い資産に限ると強調した。
新たな購入機関を立ち上げ、四半期ごとに報告を行うとしている。この施策は、将来、金融政策の目的のために利用する可能性もあるとしている。

GBP/USD　1.4299　GBP/JPY　128.05　EUR/GBP　0.9117",,,,,,,,,,,,,,,
NY市場　ユーロ円117円割れ　ダウ下げ幅拡大,2009年1月30日（金）01:51:00,"ユーロ円は、先程から再び下げ幅を拡大、117.30より下のストップを巻き込む形で116円台に下落してきた。株式市場でダウ平均が下げ幅を拡大しており、リスクを意識した円買いが強まっている。このところ、リスク回避の動きが出た場合、ユーロに売り圧力が強まる傾向にある。

EUR/JPY　116.77",,,,,,,,,,,,,,,
NY市場　他金融市場　2時台　金は一時900ドル台回復,2009年1月30日（金）02:05:00,"NY株式29日（NY時間12:02）
ダウ平均　　　8231.76（-143.69　-1.76%）
S&P500;　　　　854.51（-19.58　-2.32%）
ナスダック　　　1523.43（-34.91　-2.32%）

CME日経平均先物　8115（大証終比：-85　-1.05%）

出来高（億株）
NYSE　　　　4.49
ナスダック　7.87

欧州株式29日（GMT17:02）
英FT100　 4190.11（-105.09　-2.45%）
独DAX　　4428.11（-90.61　-2.01%）
仏CAC40　 3009.75（-66.26　-2.15%）

米国債利回り（NY時間12:02）
2年債　 　0.907（+0.008）
10年債　　2.708（+0.041）
30年債　　3.455（+0.032）

各国10年債
ユーロ圏　3.271（+0.038）
英　国　　3.684（+0.040）
カナダ　　2.976（+0.016）
豪　州　　4.076（+0.020）
日　本　　1.275（+0.009）

NY原油・金
NY原油先物3月限（WTI）（NY時間12:02）
1バレル＝41.33（-0.83　-1.97%）
NY金先物2月限（COMEX）
1オンス＝894.30（+6.10　+0.69%）

*CME日経平均先物は20分遅れ",,,,,,,,,,,,,,,
"NY市場　デフレリスクも認識必要　英中銀ブランチフラワー氏
",2009年1月30日（金）02:14:00,"ポンドドルは再び1.42台前半に伸び悩んでいる。対ユーロでは買い優勢の展開も、米株下落によるユーロの下げにつられている格好。ポンド円も127円台に下落している。

英中銀のブランチフラワー金融政策委員の講演内容が伝わっており、英中銀はデフレリスクも認識しなければならないと述べている。

GBP/USD　1.4260　GBP/JPY　128.09　EUR/GBP　0.9079",,,,,,,,,,,,,,,
NY市場　ユーロ、リスク意識した売り強まる,2009年1月30日（金）02:23:00,"ユーロドルは1.3000をブレイクし、下げが加速、ストップを巻き込んで一時1.2950近辺まで下げている。株式市場でダウ平均が下げ幅を拡大しており、きょうの市場は再びリスクへの意識が高まっている。米株下落は世界景気へのリスクであり、為替市場はドル売りよりも、むしろユーロ円を通じた、ユーロ売りで反応している。ユーロ円も一時116.20近辺まで下落している。

EUR/USD　1.2961　EUR/JPY　116.51",,,,,,,,,,,,,,,
欧州株　終値,2009年1月30日（金）02:54:00,"欧州株式29日終値
英FT100　 4190.11（-105.09　-2.45%）
独DAX　　4428.11（-90.61　-2.01%）
仏CAC40　 3009.75（-66.26　-2.15%）",,,,,,,,,,,,,,,
NY市場　他金融市場　3時台　ダウ平均下げ幅200ドル超,2009年1月30日（金）03:00:00,"NY株式29日（NY時間13:01）
ダウ平均　　　8175.37（-200.08　-2.45%）
S&P500;　　　　848.69（-25.40　-3.00%）
ナスダック　　　1511.30（-47.04　-3.13%）

CME日経平均先物　8060（大証終比：-140　-1.72%）

出来高（億株）
NYSE　　　　5.61
ナスダック　9.70

欧州株式29日終値
英FT100　 4190.11（-105.09　-2.45%）
独DAX　　4428.11（-90.61　-2.01%）
仏CAC40　 3009.75（-66.26　-2.15%）

米国債利回り（NY時間13:01）
2年債　 　0.899（0.000）
10年債　　2.720（+0.054）
30年債　　3.489（+0.066）

各国10年債
ユーロ圏　3.259（+0.026）
英　国　　3.684（+0.040）
カナダ　　2.969（+0.009）
豪　州　　4.076（+0.020）
日　本　　1.275（+0.009）

NY原油・金
NY原油先物3月限（WTI）（NY時間13:01）
1バレル＝41.81（-0.35　-0.83%）
NY金先物2月限（COMEX）
1オンス＝901.40（+13.20　+1.49%）

*CME日経平均先物は20分遅れ",,,,,,,,,,,,,,,
NY市場　「BAD　BANK」構想　1兆ドルから4兆ドルのコスト,2009年1月30日（金）03:04:00,"ドル円は89円台半ばでの取引となっている。株価下落で軟調な展開ではあるものの、ユーロ円の下げに比較すると、底堅い動きも見せている。欧州通貨の下落が激しく、相対的にドルは買われる格好となっているため。

シューマー上院議員は「BAD　BANK（不良債権買取機構）」について、専門家の試算によると、コストは1兆ドルから4兆ドルになるとの見方を示した。

USD/JPY　89.53",,,,,,,,,,,,,,,
米5年債入札結果　最高落札利回り　1.820％,2009年1月30日（金）03:05:00,"最高落札利回り　1.820％
応札倍率　　　　　1.98倍（前回2.06倍）",,,,,,,,,,,,,,,
NY市場　5年債入札不調　利回り上昇,2009年1月30日（金）03:11:00,"ダウ平均の下げ幅が200ドルを超えてきたこで、為替市場ではユーロ円の下げが加速、瞬間115円台に入る場面も見られた。先程、発表になった米5年債の入札結果は応札倍率が1.98倍と2倍を割り込み、不調な結果となったことから、債券市場では売りが優勢となり、利回りが上昇している。

USD/JPY　89.71　EUR/JPY　116.36　GBP/JPY　127.99",,,,,,,,,,,,,,,
NY金　終値　1.9％高,2009年1月30日（金）03:50:00,"NY金先物2月限（COMEX）（終値）
1オンス＝905.10（+16.90　+1.90%）",,,,,,,,,,,,,,,
NY市場　ソロス氏、世界的に不良資産処理なければ、ユーロ維持できない可能性も,2009年1月30日（金）03:54:00,"ユーロドルは1.29半ばでの取引が続いている。米株が軟調に推移する中、リスクへの警戒感からユーロ売りが強まっている。ユーロドルは節目の1.30をブレイク、ストップを巻き込む形で、一時1.2935近辺まで下落する場面も見られた。

著名投資家のジョージ・ソロス氏がオ－ストリアの新聞のインタビューで、グローバルな枠組みで不良資産処理を押し進めなければユーロは維持できない可能性もあると述べていた。資本の毀損に対する各国の負担をどの様にするか合意することが必要としている。

EUR/USD　1.2944",,,,,,,,,,,,,,,
