head,date,text,景気,物価,金利,マネーサプライ,,,,,,,,,,
米石油サービス大手シュルンベルジエ　第1四半期決算　EPSは0.78ドル（事前予想：0.74ドル）,2009年4月24日（金）19:05:00,第1四半期決算でEPSは0.78ドル（事前予想：0.74ドル）,,,,,,,,,,,,,,
米株価指数先物　時間外取引　ダウ先物、小幅安,2009年4月24日（金）19:20:00,"東京時間19:20現在
ダウ平均先物6月限　7900.00（-15.00　-0.19%）
S&P500;先物6月限　847.40（-1.30　-0.15%）
NASDAQ100先物6月限　1341.75（-0.25　-0.02%）",,,,,,,,,,,,,,
アジア株　中国と香港は上値重い展開に　決算本格化で警戒感,2009年4月24日（金）19:40:00,"東京時間19:38現在
香港ハンセン指数　　 15258.85（+44.39　+0.30%）
中国上海総合指数　 2448.60（-15.36　-0.62%）
台湾加権指数　　　　 5880.77（+5.53　+0.09%）
韓国総合株価指数　 1354.10（-14.70　-1.07%）
豪ASX200指数　　　 3712.30（-30.70　-0.82%）
インドSENSEX30種　 11329.05（+194.06　+1.79%）
シンガポールST指数　 1852.85（-7.13　-0.39%）
クアラルンプール　総合指数　 992.68（+14.04　+1.45%）

24日のアジア株式市場はまちまち。

中国市場は上海総合指数が小幅安で取引を終えた。前日終値を挟む取引となり、本日安値圏で引けた。中国工商銀行や中国銀行、中信證券など金融株が相場を圧迫したほか、企業決算への警戒感から利益確定の動きが見られた。ただ、景気刺激策の効果への期待感から下値では押し目買いが出て相場をサポートした。

香港市場はハンセン総合指数が小幅高となり続伸。中国市場と同じく前日終値を意識した展開となった。終盤にかろうじてプラス圏を回復した。中国関連銘柄の決算を控え、利益確定の売りが上値を抑えた。一方で不動産株が上昇し相場をサポートした。長江実業集団やヘンダーソン・ランド・デベロップメントはともに大幅高。このほか、中国国際航空は4.1%高。米モルガン・スタンレーが投資判断を「イコールウエイト」から「オーバーウエイト」に引き上げたことが材料。飲料メーカーのチャイナ・フイユアン・ジュースは13%高。米コカコーラとの協議を行っているとの観測で、両社の業務提携への期待感が高まった。",,,,,,,,,,,,,,
米有力企業決算　フォード決算、予想ほど悪化せず,2009年4月24日（金）20:05:00,先ほど米有力企業2社の決算が発表された。自動車大手フォードの第1四半期決算は1株利益が-0.75ドル（市場予想は-1.24ドル）、産業機器大手ハネウエルの第1四半期決算は1株利益が0.54ドル（市場予想は0.55ドル）だった。,,,,,,,,,,,,,,
欧州株 及び 米株先物 時間外取引 フォード決算発表後、買われる,2009年4月24日（金）20:10:00,"欧州株
東京時間20:09現在
英FT100　 4112.35（+94.12　+2.34%）
独DAX　　4640.75（+102.54　+2.23%）
仏CAC40　 3055.05（+46.43　+1.53%）
スイスSMI　 5083.87（+59.97　+1.18%）

米株価指数先物　時間外取引
東京時間20:09現在
ダウ平均先物6月限　7960.00（+45.00　+0.56%）
S&P500;先物6月限　854.60（+5.90　+0.70%）
NASDAQ100先物6月限　1353.00（+11.00　+0.82%）",,,,,,,,,,,,,,
ロンドン市場　フォード決算、円売りで反応も,2009年4月24日（金）20:23:00,"先ほど発表された米自動車大手フォードの決算は予想ほど悪化しなかった。発表後は米欧の株式市場が上昇し、為替は円安方向に振れた。ただ、ドル円、クロス円の上昇は小幅にとどまっている。

USD/JPY　97.01　EUR/JPY　128.65　AUD/JPY　69.76",,,,,,,,,,,,,,
米3M　第1四半期決算　項目除く1株利益は0.81ドル（市場予想：0.86ドル）,2009年4月24日（金）20:35:00,"第1四半期決算で項目除く1株利益は0.81ドル（市場予想：0.86ドル）
通期の項目除く1株利益の見通しを3.90-4.30ドルへ下方修正（従来の見通しは4.30-4.70ドル）",,,,,,,,,,,,,,
ムラリー・フォードCEO　2011年までの黒字転換を予想,2009年4月24日（金）20:37:00,"フォードが2011年までに黒字転換するだろう。
第2四半期の生産を25%引き上げる。
（米CNBCテレビとのインタビューで）",,,,,,,,,,,,,,
ユーロ圏　10年債利回り格差,2009年4月24日（金）20:45:00,"ユーロ圏の10年債利回り（日本時間20:45時点）（%）
ドイツ　　　　3.18
フランス　　　3.607（+43）
イタリア　　　4.31（+113）
スペイン　　　3.997（+82）
オランダ　　　3.725（+55）
ギリシャ　　　5.303（+212）
ポルトガル　　4.413（+123）
ベルギー　　　3.878（+70）
オーストリア　4.006（+83）
アイルランド　5.159（+198）
フィンランド　3.761（+58）
（注）カッコ内数値はドイツ国債との利回り格差、単位：ベーシスポイント",,,,,,,,,,,,,,
NY市場　この後のイベント,2009年4月24日（金）21:01:00,"21:30　米耐久財受注（3月）
　　　 予想　-1.5%　前回　3.4%（前月比）
　　　 予想　-1.2%　前回　3.9%（輸送除くコア・前月比）

22:30　リッカネン・フィンランド中銀総裁　講演（ワシントン）

23:00　米新築住宅販売件数（3月）
　　　 予想　337千件　前回　337千件 


7カ国財務相・中央銀行総裁会議（G7）（ワシントン）

25日
5:30　 ガイトナー米財務長官　会見（G7終了後・ワシントン）",,,,,,,,,,,,,,
まもなく米耐久財受注の発表,2009年4月24日（金）21:02:00,"まもなく21時30分に3月の米耐久財受注が発表される。注目度の高いコア指数は前月比-1.2%と2ヶ月ぶりに減少する見通し。景気の悪化で企業の設備投資意欲が落ち込んでおり、耐久財受注の回復に懐疑的な見方が広がっている。製造業の新規受注（米ISM調べ）は昨年12月をボトムとして改善傾向にあるが、景気判断の分岐点を下回る水準が続いている。減少ペースは鈍化するが、耐久財受注の減少傾向は続くとの見方が強い。

＊耐久財受注（3月）21:30
予想　-1.5%　前回　3.4%（前月比）
予想　-1.2%　前回　3.9%（輸送除くコア・前月比）",,,,,,,,,,,,,,
NY市場　ポンド安継続　ポンド円は本日安値更新,2009年4月24日（金）21:07:00,"本日はポンドが全面安の展開で、現在もその流れが継続している。英国債の格下げ懸念や英GDP速報値が予想より悪化、-1.9%となり1979年以来で最悪のマイナス成長となったことがポンド売りに繋がった。ポンドドルは1.46台半ばから1.45台後半まで、ポンド円は142円台半ばから141円台前半まで下落し本日安値を更新した。ユーロポンドは0.90台前半から0.90台後半までポンド安推移。

この後は米耐久財受注が発表予定。ロンドン昼の時間が終わり、NY勢も参入してくる時間帯となってくるため、ドルを中心に急な動きには注意。

GBP/USD 1.4588　GBP/JPY 141.27　EUR/GBP 0.9074",,,,,,,,,,,,,,
欧州株 及び ユーロファースト300・セクター別騰落率,2009年4月24日（金）21:14:00,"東京時間21:14現在
英FT100　　 4108.38（+90.15　+2.24%）
独DAX　　 　4641.13（+102.92　+2.24%）
仏CAC40　  3074.14（+65.52　+2.17%）
スイスSMI　 5094.12（+70.22　+1.39%）

---------------------------------------
ユーロファースト300　セクター別騰落率（日本時間：21:14）
△△上昇率上位△△
紙・パルプ     5.2％
生命保険     3.5％
資本財     3.3％
石油・ガス精製     2.9％
パーソナル用品     2.9％
工業用金属     2.6％
ガス・水道・その他公益     2.6％
石油機器・サービス・販売     2.5％
レジャー用品     2.4％
その他金融     2.3％

▼▼下落率上位▼▼
ハードウェア・機器     -3.5％
移動体通信     -1.7％
タバコ     -0.9％
産業輸送     -0.6％
食品・薬品小売     -0.5％
旅行・レジャー     -0.5％
エンジニアリング     -0.5％
飲料     -0.4％
固定線通信     -0.1％
ヘルスケア機器・サービス     -0.1％

＊数値は前日比％",,,,,,,,,,,,,,
米経済指標【耐久財受注】,2009年4月24日（金）21:30:00,"＊耐久財受注（3月）21:30
結果　-0.8%
予想　-1.5%　前回　2.1%（3.4%から修正）（前月比）
結果　-0.6%
予想　-1.2%　前回　2.0%（3.9%から修正）（輸送除くコア・前月比）",,,,,,,,,,,,,,
NY市場　米耐久財受注、前回値下方修正で反応薄,2009年4月24日（金）21:35:00,"先ほど発表された3月の米耐久財受注はコア指数、総合指数とも予想ほど悪化しなかった。ただ、市場の反応は限定的。前回値の下方修正が3月分の伸びを押し上げており、ヘッドラインの伸びは好感されていない。ドル円は97円付近で小動きとなっている。

USD/JPY　97.03",,,,,,,,,,,,,,
米株価指数先物　時間外取引　米耐久財の結果に反応薄,2009年4月24日（金）21:46:00,"東京時間21:46現在
ダウ平均先物6月限　7936.00（+21.00　+0.26%）
S&P500;先物6月限　851.90（+3.20　+0.38%）
NASDAQ100先物6月限　1352.25（+10.25　+0.76%）",,,,,,,,,,,,,,
NY市場　ポンド買い戻し、英財務相の発言伝わる,2009年4月24日（金）21:55:00,"先ほどからポンドが買い戻されている。ユーロポンドは0.90台後半から0.90台前半へ急反落、ポンドドルは1.46台前半から1.4700付近、ポンド円は141円台後半から142円台半ばまで急反発した。ダーリング英財務相の金融システムの信認を取り戻す必要がある、銀行のバランスシート健全化が重要、英経済は2009年末に成長を再開する見通しとの発言が伝わっている。

GBP/USD　1.4699　GBP/JPY　142.50　EUR/GBP　0.9014",,,,,,,,,,,,,,
通貨オプション　ボラティリティー　ドル円上昇、円高進行で警戒感,2009年4月24日（金）22:01:00,"USD/JPY　　EUR/USD　　EUR/JPY　　GBP/USD
1WK　　　　16.33　　　　13.75　　　　20.91　　　　14.01
1MO　　　　15.20　　　　13.25　　　　20.00　　　　13.40
3MO　　　　14.97　　　　13.80　　　　20.07　　　　13.90
6MO　　　　14.29　　　　13.75　　　　19.76　　　　14.00
9MO　　　　13.87　　　　13.95　　　　19.63　　　　14.30
1YR　　　　13.60　　　　13.95　　　　19.56　　　　14.30

　　　　　　　　　
　　　GBP/JPY　　AUD/USD　　USD/CHF
1WK　　　　22.67　　　　18.51　　　　13.16
1MO　　　　21.76　　　　18.00　　　　12.40
3MO　　　　22.22　　　　18.45　　　　12.50
6MO　　　　22.05　　　　18.35　　　　12.12
9MO　　　　21.96　　　　18.30　　　　12.21
1YR　　　　21.91　　　　18.25　　　　12.15
東京時間21:30現在　参考値

1週間など超短期を中心にドル円のボラティリティーが上昇している。週末の取引で一時96円台半ばまで下げるなど円高進行で警戒感が高まっている。東京市場の水準と比べ、ドル円の1週間物は1%弱上昇した。",,,,,,,,,,,,,,
